Nr,sequence,image,x,y,z,theta_x,theta_y,theta_z
/00,2011_10_03_drive_0027,/000598,-14.10353,-7.161301,250.1686,0.016760365,-0.123733286,-0.018725172
/00,2011_10_03_drive_0027,/000599,-14.14237,-7.177194,250.776,0.016354405,-0.102370109,-0.015181679
/00,2011_10_03_drive_0027,/000600,-14.17621,-7.19411,251.4059,0.015543115,-0.085276171,-0.012830936
/00,2011_10_03_drive_0027,/000601,-14.21087,-7.21106,252.0577,0.015051569,-0.072390714,-0.011725287
/00,2011_10_03_drive_0027,/000602,-14.24036,-7.227459,252.7243,0.015621095,-0.062653865,-0.01098808
/00,2011_10_03_drive_0027,/000603,-14.26469,-7.244408,253.405,0.016736562,-0.054258875,-0.01069353
/00,2011_10_03_drive_0027,/000604,-14.28735,-7.262488,254.1031,0.017904343,-0.04744309,-0.009498728
/00,2011_10_03_drive_0027,/000605,-14.30712,-7.282421,254.8169,0.018740866,-0.043315408,-0.008927608
/00,2011_10_03_drive_0027,/000606,-14.32889,-7.302451,255.5442,0.018363661,-0.040568249,-0.008238653
/00,2011_10_03_drive_0027,/000607,-14.34971,-7.323118,256.2902,0.017248304,-0.038510739,-0.007946287
/00,2011_10_03_drive_0027,/000608,-14.37576,-7.341575,257.0548,0.01519881,-0.037357082,-0.008339196
/00,2011_10_03_drive_0027,/000609,-14.39965,-7.358411,257.8376,0.01231717,-0.036710347,-0.007629237
/00,2011_10_03_drive_0027,/000610,-14.4226,-7.37266,258.6323,0.011592476,-0.037075625,-0.007106457
/00,2011_10_03_drive_0027,/000611,-14.44732,-7.385382,259.4409,0.012807813,-0.038786076,-0.006388929
/00,2011_10_03_drive_0027,/000612,-14.47138,-7.396035,260.2632,0.01617775,-0.040602408,-0.005116015
/00,2011_10_03_drive_0027,/000613,-14.49886,-7.409775,261.0941,0.022142675,-0.041997749,-0.006942279
/00,2011_10_03_drive_0027,/000614,-14.52874,-7.427194,261.9434,0.02655396,-0.042226601,-0.009259214
/00,2011_10_03_drive_0027,/000615,-14.56159,-7.448031,262.8078,0.02680655,-0.042301638,-0.011179854
/00,2011_10_03_drive_0027,/000616,-14.59164,-7.46886,263.6919,0.020167598,-0.042043217,-0.011410991
/00,2011_10_03_drive_0027,/000617,-14.62306,-7.489532,264.5856,0.009687975,-0.041494368,-0.010724096
/00,2011_10_03_drive_0027,/000618,-14.65282,-7.507641,265.4917,0.004509211,-0.041462463,-0.008764067
/00,2011_10_03_drive_0027,/000619,-14.68155,-7.522891,266.4038,0.006064598,-0.041989821,-0.004962265
/00,2011_10_03_drive_0027,/000620,-14.70869,-7.535572,267.323,0.01289497,-0.043364372,-0.001806653
/00,2011_10_03_drive_0027,/000621,-14.73976,-7.552162,268.2544,0.020543051,-0.044674252,0.000215029
/00,2011_10_03_drive_0027,/000622,-14.77556,-7.575616,269.1985,0.025067886,-0.046003548,0.00030947
/00,2011_10_03_drive_0027,/000623,-14.81424,-7.605036,270.1618,0.026187521,-0.046642042,-2.89E-05
/00,2011_10_03_drive_0027,/000624,-14.85834,-7.636316,271.1348,0.024505139,-0.047402865,-0.00252607
/00,2011_10_03_drive_0027,/000625,-14.90154,-7.666176,272.1219,0.018754383,-0.047343846,-0.003793191
/00,2011_10_03_drive_0027,/000626,-14.944,-7.692098,273.1257,0.011049791,-0.047084078,-0.004835612
/00,2011_10_03_drive_0027,/000627,-14.97353,-7.71705,274.1347,0.007057247,-0.046043592,-0.004349845
/00,2011_10_03_drive_0027,/000628,-15.00587,-7.737837,275.1423,0.008722717,-0.045765906,-0.002518186
/00,2011_10_03_drive_0027,/000629,-15.03534,-7.76151,276.1557,0.013021634,-0.045515716,-0.000919696
/00,2011_10_03_drive_0027,/000630,-15.06955,-7.787226,277.1757,0.017151159,-0.046020354,-0.000136214
/00,2011_10_03_drive_0027,/000631,-15.10295,-7.816972,278.2078,0.018539636,-0.046341757,0.001526771
/00,2011_10_03_drive_0027,/000632,-15.14094,-7.847445,279.2453,0.018347031,-0.047151463,0.001434295
/00,2011_10_03_drive_0027,/000633,-15.17521,-7.874001,280.2936,0.015210676,-0.048286546,0.003177197
/00,2011_10_03_drive_0027,/000634,-15.21559,-7.902476,281.3463,0.011695609,-0.050112083,0.003112295
/00,2011_10_03_drive_0027,/000635,-15.25743,-7.930494,282.3977,0.012523948,-0.051895092,0.004093323
/00,2011_10_03_drive_0027,/000636,-15.29723,-7.955939,283.4464,0.018757472,-0.053911505,0.006965929
/00,2011_10_03_drive_0027,/000637,-15.34119,-7.990759,284.4978,0.023400995,-0.055454459,0.006084874
/00,2011_10_03_drive_0027,/000638,-15.38588,-8.031229,285.5557,0.024523072,-0.056640504,0.005525702
/00,2011_10_03_drive_0027,/000639,-15.43659,-8.06989,286.6196,0.022909472,-0.058111433,0.003775617
/00,2011_10_03_drive_0027,/000640,-15.48438,-8.105104,287.6852,0.018983418,-0.059238404,0.002563378
/00,2011_10_03_drive_0027,/000641,-15.53562,-8.139637,288.7506,0.014315659,-0.060520865,0.00074431
/00,2011_10_03_drive_0027,/000642,-15.58579,-8.171223,289.8109,0.010761424,-0.061622765,-0.000710442
/00,2011_10_03_drive_0027,/000643,-15.63834,-8.199249,290.8664,0.009933724,-0.062256571,-0.003137574
/00,2011_10_03_drive_0027,/000644,-15.68736,-8.224551,291.9147,0.010781409,-0.062321856,-0.003304235
/00,2011_10_03_drive_0027,/000645,-15.73624,-8.251678,292.9596,0.012745579,-0.062006669,-0.002113247
/00,2011_10_03_drive_0027,/000646,-15.78736,-8.281877,293.998,0.016195883,-0.061956697,-0.002958898
/00,2011_10_03_drive_0027,/000647,-15.83486,-8.313716,295.0365,0.0200321,-0.062187906,-0.001617059
/00,2011_10_03_drive_0027,/000648,-15.88531,-8.348776,296.0719,0.021750285,-0.062348732,-0.001966941
/00,2011_10_03_drive_0027,/000649,-15.93564,-8.385496,297.107,0.020085078,-0.061748236,-0.002770846
/00,2011_10_03_drive_0027,/000650,-15.99106,-8.423964,298.1391,0.017197553,-0.061180074,-0.004778527
/00,2011_10_03_drive_0027,/000651,-16.04697,-8.461541,299.1656,0.015559827,-0.060555805,-0.006873384
/00,2011_10_03_drive_0027,/000652,-16.10293,-8.494666,300.1912,0.014857278,-0.060186804,-0.008278776
/00,2011_10_03_drive_0027,/000653,-16.16193,-8.522851,301.2168,0.011560221,-0.059537971,-0.009880034
/00,2011_10_03_drive_0027,/000654,-16.21966,-8.545531,302.2463,0.006530338,-0.058716409,-0.01201273
/00,2011_10_03_drive_0027,/000655,-16.27711,-8.564683,303.2743,0.005826918,-0.058108677,-0.014568813
/00,2011_10_03_drive_0027,/000656,-16.33433,-8.585233,304.2939,0.011195184,-0.057590513,-0.017743285
/00,2011_10_03_drive_0027,/000657,-16.38971,-8.606509,305.3141,0.016424489,-0.057253255,-0.019807066
/00,2011_10_03_drive_0027,/000658,-16.44631,-8.631852,306.3356,0.018919295,-0.056554245,-0.02257667
/00,2011_10_03_drive_0027,/000659,-16.50343,-8.662702,307.3565,0.01966017,-0.055922968,-0.025892615
/00,2011_10_03_drive_0027,/000660,-16.55969,-8.692187,308.3783,0.021539284,-0.055462393,-0.028159232
/00,2011_10_03_drive_0027,/000661,-16.61304,-8.722646,309.3998,0.020421741,-0.05542874,-0.028830495
/00,2011_10_03_drive_0027,/000662,-16.66632,-8.754727,310.4297,0.018081745,-0.055558873,-0.029183014
/00,2011_10_03_drive_0027,/000663,-16.70935,-8.785016,311.4589,0.01611862,-0.055972465,-0.028354626
/00,2011_10_03_drive_0027,/000664,-16.75029,-8.813019,312.4903,0.015424664,-0.056383536,-0.027985768
/00,2011_10_03_drive_0027,/000665,-16.79627,-8.839964,313.5254,0.015686921,-0.056236337,-0.028952526
/00,2011_10_03_drive_0027,/000666,-16.8393,-8.86701,314.5633,0.015873214,-0.055360445,-0.028544759
/00,2011_10_03_drive_0027,/000667,-16.88389,-8.894774,315.6082,0.015614504,-0.054564557,-0.028689866
/00,2011_10_03_drive_0027,/000668,-16.92691,-8.922586,316.6562,0.015993036,-0.053898574,-0.027822366
/00,2011_10_03_drive_0027,/000669,-16.97227,-8.954986,317.7092,0.016313017,-0.053434288,-0.028430772
/00,2011_10_03_drive_0027,/000670,-17.02224,-8.983779,318.7691,0.014879055,-0.05281406,-0.028855532
/00,2011_10_03_drive_0027,/000671,-17.06905,-9.017426,319.8317,0.015718554,-0.05219572,-0.027803901
/00,2011_10_03_drive_0027,/000672,-17.1184,-9.048416,320.8931,0.020556151,-0.05184959,-0.029160914
/00,2011_10_03_drive_0027,/000673,-17.17214,-9.08471,321.966,0.024296118,-0.051777113,-0.029310799
/00,2011_10_03_drive_0027,/000674,-17.22368,-9.122043,323.0455,0.020946824,-0.05195409,-0.02743264
/00,2011_10_03_drive_0027,/000675,-17.2817,-9.164148,324.1272,0.015759768,-0.051661119,-0.027673777
/00,2011_10_03_drive_0027,/000676,-17.33875,-9.20251,325.2114,0.013029768,-0.051206269,-0.028627907
/00,2011_10_03_drive_0027,/000677,-17.39586,-9.238189,326.294,0.010971916,-0.050712718,-0.027379615
/00,2011_10_03_drive_0027,/000678,-17.45438,-9.272285,327.3754,0.00904582,-0.05037709,-0.028023506
/00,2011_10_03_drive_0027,/000679,-17.50894,-9.305503,328.4521,0.008435062,-0.050175793,-0.026141862
/00,2011_10_03_drive_0027,/000680,-17.56163,-9.339167,329.5244,0.010187622,-0.050456647,-0.023331738
/00,2011_10_03_drive_0027,/000681,-17.61419,-9.373015,330.5939,0.012977012,-0.050643385,-0.022132991
/00,2011_10_03_drive_0027,/000682,-17.66713,-9.40848,331.6621,0.014774,-0.050989968,-0.02005742
/00,2011_10_03_drive_0027,/000683,-17.71901,-9.442686,332.7313,0.013044873,-0.051347253,-0.018900623
/00,2011_10_03_drive_0027,/000684,-17.77586,-9.476537,333.8025,0.010056941,-0.05135979,-0.016265234
/00,2011_10_03_drive_0027,/000685,-17.83594,-9.508603,334.8728,0.006390551,-0.05159296,-0.01358309
/00,2011_10_03_drive_0027,/000686,-17.90043,-9.541916,335.9393,0.004259626,-0.051859894,-0.010863468
/00,2011_10_03_drive_0027,/000687,-17.95961,-9.572257,336.9952,0.007153095,-0.052216969,-0.008185512
/00,2011_10_03_drive_0027,/000688,-18.01787,-9.602235,338.0469,0.011563279,-0.052514517,-0.004859321
/00,2011_10_03_drive_0027,/000689,-18.07196,-9.634547,339.098,0.012976832,-0.05287738,-0.003298172
/00,2011_10_03_drive_0027,/000690,-18.12844,-9.671642,340.1343,0.011763748,-0.053444204,-0.002383233
/00,2011_10_03_drive_0027,/000691,-18.18459,-9.708592,341.1635,0.009154853,-0.054353592,-0.000445725
/00,2011_10_03_drive_0027,/000692,-18.23973,-9.742058,342.1813,0.006522285,-0.055483915,0.001543037
/00,2011_10_03_drive_0027,/000693,-18.29564,-9.773282,343.1919,0.003331817,-0.056337578,0.003312152
/00,2011_10_03_drive_0027,/000694,-18.34619,-9.800677,344.1923,0.001937722,-0.057470454,0.005441097
/00,2011_10_03_drive_0027,/000695,-18.39821,-9.82937,345.1844,0.002933605,-0.058602411,0.007134057
/00,2011_10_03_drive_0027,/000696,-18.45308,-9.855773,346.169,0.004633857,-0.059670725,0.00879507
/00,2011_10_03_drive_0027,/000697,-18.51181,-9.882062,347.1442,0.006266125,-0.060760353,0.008695493
/00,2011_10_03_drive_0027,/000698,-18.57248,-9.908893,348.1059,0.006869344,-0.061666062,0.007213117
/00,2011_10_03_drive_0027,/000699,-18.63261,-9.935871,349.0562,0.007023363,-0.062454096,0.006869633
/00,2011_10_03_drive_0027,/000700,-18.69263,-9.964349,349.9968,0.005840988,-0.063022472,0.006213581
/00,2011_10_03_drive_0027,/000701,-18.75506,-9.993081,350.925,0.004765101,-0.063443343,0.00459363
/00,2011_10_03_drive_0027,/000702,-18.81771,-10.02007,351.8411,0.006152446,-0.063833385,0.00235001
/00,2011_10_03_drive_0027,/000703,-18.87668,-10.04361,352.7376,0.008061259,-0.063964143,0.001489551
/00,2011_10_03_drive_0027,/000704,-18.93231,-10.06499,353.6193,0.009362343,-0.063338954,0.002058137
/00,2011_10_03_drive_0027,/000705,-18.98645,-10.09002,354.4884,0.008832284,-0.062137103,0.001652484
/00,2011_10_03_drive_0027,/000706,-19.03898,-10.11649,355.3388,0.008219114,-0.060435025,0.000925446
/00,2011_10_03_drive_0027,/000707,-19.08444,-10.14361,356.172,0.006741352,-0.058763516,0.002563034
/00,2011_10_03_drive_0027,/000708,-19.12487,-10.17245,356.9824,0.006211297,-0.057263742,0.004660417
/00,2011_10_03_drive_0027,/000709,-19.1617,-10.2038,357.7702,0.005289567,-0.05567318,0.005092604
/00,2011_10_03_drive_0027,/000710,-19.19084,-10.23706,358.5447,0.003209072,-0.053959946,0.00780789
/00,2011_10_03_drive_0027,/000711,-19.22093,-10.26248,359.2895,0.001432524,-0.052507238,0.009127762
/00,2011_10_03_drive_0027,/000712,-19.25385,-10.28902,360.0121,-4.63E-05,-0.050893288,0.007188629
/00,2011_10_03_drive_0027,/000713,-19.28152,-10.31346,360.7091,-0.000285605,-0.049349419,0.007266037
/00,2011_10_03_drive_0027,/000714,-19.31045,-10.34004,361.3777,0.002924236,-0.048322795,0.007479428
/00,2011_10_03_drive_0027,/000715,-19.33791,-10.36798,362.0224,0.008474589,-0.047066486,0.007564626
/00,2011_10_03_drive_0027,/000716,-19.36488,-10.39159,362.6482,0.011426436,-0.045675952,0.007109265
/00,2011_10_03_drive_0027,/000717,-19.39005,-10.41291,363.254,0.01061422,-0.044780027,0.006706901
/00,2011_10_03_drive_0027,/000718,-19.41263,-10.43387,363.8417,0.008458962,-0.044325246,0.007107498
/00,2011_10_03_drive_0027,/000719,-19.43538,-10.46051,364.4048,0.004605879,-0.044501211,0.007203306
/00,2011_10_03_drive_0027,/000720,-19.45834,-10.48547,364.9459,0.002918437,-0.046328474,0.007012987
/00,2011_10_03_drive_0027,/000721,-19.48219,-10.50845,365.4565,0.005414732,-0.050090579,0.00556883
/00,2011_10_03_drive_0027,/000722,-19.51293,-10.52766,365.9466,0.009046111,-0.055657155,0.004427229
/00,2011_10_03_drive_0027,/000723,-19.55244,-10.54957,366.4174,0.011881445,-0.063725012,0.003310994
/00,2011_10_03_drive_0027,/000724,-19.59573,-10.57038,366.8759,0.01284477,-0.075587443,0.003156412
/00,2011_10_03_drive_0027,/000725,-19.64989,-10.59195,367.3221,0.013858984,-0.090942758,0.002485368
/00,2011_10_03_drive_0027,/000726,-19.71691,-10.61419,367.7556,0.014771101,-0.10932052,0.000339006
/00,2011_10_03_drive_0027,/000727,-19.79756,-10.63599,368.193,0.014370113,-0.130784322,-0.003172923
/00,2011_10_03_drive_0027,/000728,-19.89223,-10.65635,368.6282,0.01250492,-0.156111125,-0.006335604
/00,2011_10_03_drive_0027,/000729,-19.99201,-10.67197,369.0442,0.008294675,-0.185723166,-0.006052711
/00,2011_10_03_drive_0027,/000730,-20.11145,-10.69258,369.4708,0.006242867,-0.220274305,-0.005306092
/00,2011_10_03_drive_0027,/000731,-20.25209,-10.71488,369.8915,0.005729196,-0.259905792,-0.005816036
/00,2011_10_03_drive_0027,/000732,-20.4131,-10.73262,370.2672,0.004926392,-0.303130909,-0.009382993
/00,2011_10_03_drive_0027,/000733,-20.59635,-10.74732,370.6619,0.002840911,-0.348262279,-0.013593286
/00,2011_10_03_drive_0027,/000734,-20.79175,-10.75976,371.0542,-0.000598189,-0.395122156,-0.016678033
/00,2011_10_03_drive_0027,/000735,-20.99448,-10.76923,371.3905,-0.004901169,-0.444431113,-0.015412358
/00,2011_10_03_drive_0027,/000736,-21.22593,-10.77923,371.7584,-0.008061796,-0.495478007,-0.017662547
/00,2011_10_03_drive_0027,/000737,-21.48733,-10.79175,372.1192,-0.007879901,-0.549817845,-0.024456609
/00,2011_10_03_drive_0027,/000738,-21.76792,-10.78903,372.412,-0.006976192,-0.606350263,-0.032543402
/00,2011_10_03_drive_0027,/000739,-22.07385,-10.78485,372.7666,-0.010486231,-0.664451872,-0.035152499
/00,2011_10_03_drive_0027,/000740,-22.40006,-10.77442,373.1138,-0.017185131,-0.724210525,-0.031415266
/00,2011_10_03_drive_0027,/000741,-22.74041,-10.76969,373.3813,-0.02493165,-0.785530446,-0.023572944
/00,2011_10_03_drive_0027,/000742,-23.11657,-10.76253,373.6999,-0.035607082,-0.847880907,-0.015115873
/00,2011_10_03_drive_0027,/000743,-23.51416,-10.74819,373.9226,-0.045033928,-0.91108216,-0.007710851
/00,2011_10_03_drive_0027,/000744,-23.9314,-10.72974,374.1995,-0.05570352,-0.976533454,0.006619768
/00,2011_10_03_drive_0027,/000745,-24.37041,-10.71168,374.4566,-0.068855231,-1.043341628,0.024601794
/00,2011_10_03_drive_0027,/000746,-24.82872,-10.70388,374.5891,-0.071909444,-1.111368861,0.030902494
/00,2011_10_03_drive_0027,/000747,-25.3119,-10.6949,374.7754,-0.074212127,-1.180459275,0.035721539
/00,2011_10_03_drive_0027,/000748,-25.80661,-10.68257,374.9355,-0.088787568,-1.249163799,0.055017093
/00,2011_10_03_drive_0027,/000749,-26.31378,-10.66974,374.9978,-0.150022958,-1.316029791,0.120614408
/00,2011_10_03_drive_0027,/000750,-26.84913,-10.65755,375.1027,-0.212082112,-1.380733366,0.179261472
/00,2011_10_03_drive_0027,/000751,-27.40599,-10.64986,375.1528,-0.255741991,-1.441738397,0.214451178
/00,2011_10_03_drive_0027,/000752,-27.96897,-10.63684,375.108,-0.285340581,-1.497674272,0.236311008
/00,2011_10_03_drive_0027,/000753,-28.54132,-10.62462,375.0885,-0.362082324,-1.546583728,0.309622723
/00,2011_10_03_drive_0027,/000754,-29.12195,-10.60557,375.0327,-3.063806926,-1.552715561,3.009880404
/00,2011_10_03_drive_0027,/000755,-29.72223,-10.58472,374.9866,3.06994675,-1.52249514,-3.129373893
/00,2011_10_03_drive_0027,/000756,-30.33161,-10.56036,374.9304,3.052704961,-1.500711967,-3.118771076
/00,2011_10_03_drive_0027,/000757,-30.94654,-10.53899,374.8624,3.034919159,-1.483414238,-3.103839826
/00,2011_10_03_drive_0027,/000758,-31.5615,-10.51891,374.7889,2.989095431,-1.472881342,-3.054306509
/00,2011_10_03_drive_0027,/000759,-32.17858,-10.49498,374.7144,2.968324485,-1.46675151,-3.022326229
/00,2011_10_03_drive_0027,/000760,-32.8073,-10.46742,374.6461,2.978199621,-1.463803077,-3.01942203
/00,2011_10_03_drive_0027,/000761,-33.45603,-10.44538,374.5824,3.012461361,-1.464184823,-3.048008309
/00,2011_10_03_drive_0027,/000762,-34.1246,-10.4301,374.5193,3.038050019,-1.465898374,-3.0769677
/00,2011_10_03_drive_0027,/000763,-34.80652,-10.4195,374.4543,3.052887553,-1.467097889,-3.097943856
/00,2011_10_03_drive_0027,/000764,-35.49402,-10.40427,374.3853,3.041447433,-1.46780514,-3.08845866
/00,2011_10_03_drive_0027,/000765,-36.19251,-10.38614,374.312,3.015390477,-1.468586904,-3.062382026
/00,2011_10_03_drive_0027,/000766,-36.90223,-10.36462,374.2372,2.97851505,-1.469393383,-3.024642026
/00,2011_10_03_drive_0027,/000767,-37.62426,-10.34508,374.1631,2.926367848,-1.471666824,-2.970642609
/00,2011_10_03_drive_0027,/000768,-38.36035,-10.32578,374.089,2.887361011,-1.47556738,-2.930195026
/00,2011_10_03_drive_0027,/000769,-39.11122,-10.30501,374.017,2.846212431,-1.479133948,-2.889307074
/00,2011_10_03_drive_0027,/000770,-39.88459,-10.28617,373.9571,2.815143288,-1.482881826,-2.860791862
/00,2011_10_03_drive_0027,/000771,-40.67409,-10.26296,373.8909,2.762536118,-1.485947988,-2.811852155
/00,2011_10_03_drive_0027,/000772,-41.47522,-10.24075,373.8277,2.726773508,-1.48857858,-2.778170799
/00,2011_10_03_drive_0027,/000773,-42.29422,-10.20926,373.7678,2.706407673,-1.491032852,-2.756257298
/00,2011_10_03_drive_0027,/000774,-43.12535,-10.17746,373.7174,2.712372273,-1.494638637,-2.759237598
/00,2011_10_03_drive_0027,/000775,-43.97811,-10.14326,373.6686,2.723771209,-1.49887881,-2.770965366
/00,2011_10_03_drive_0027,/000776,-44.85127,-10.10567,373.6186,2.701833227,-1.50170478,-2.753352644
/00,2011_10_03_drive_0027,/000777,-45.73389,-10.07084,373.5706,2.686065634,-1.504987147,-2.743076876
/00,2011_10_03_drive_0027,/000778,-46.62626,-10.02954,373.5291,2.686174493,-1.50827665,-2.74847842
/00,2011_10_03_drive_0027,/000779,-47.52284,-9.991003,373.4909,2.685110043,-1.511468539,-2.748767742
/00,2011_10_03_drive_0027,/000780,-48.42205,-9.953142,373.4503,2.633970368,-1.513122991,-2.69721437
/00,2011_10_03_drive_0027,/000781,-49.32645,-9.914375,373.4089,2.592205829,-1.514005784,-2.650907713
/00,2011_10_03_drive_0027,/000782,-50.23736,-9.876888,373.372,2.595897366,-1.515270754,-2.651037362
/00,2011_10_03_drive_0027,/000783,-51.15358,-9.841602,373.3369,2.60834137,-1.516181751,-2.662467273
/00,2011_10_03_drive_0027,/000784,-52.07555,-9.806627,373.2968,2.614996108,-1.516191074,-2.670017914
/00,2011_10_03_drive_0027,/000785,-53.00011,-9.773933,373.2575,2.635200507,-1.515789443,-2.691295843
/00,2011_10_03_drive_0027,/000786,-53.91919,-9.738669,373.2173,2.653952001,-1.515203449,-2.711109124
/00,2011_10_03_drive_0027,/000787,-54.83668,-9.701954,373.1742,2.636848277,-1.513348055,-2.694689424
/00,2011_10_03_drive_0027,/000788,-55.75461,-9.666145,373.1277,2.607917966,-1.511028308,-2.666702485
/00,2011_10_03_drive_0027,/000789,-56.66814,-9.629948,373.0824,2.599571737,-1.509503538,-2.658573033
/00,2011_10_03_drive_0027,/000790,-57.58298,-9.595395,373.0404,2.614094443,-1.509083434,-2.673642193
/00,2011_10_03_drive_0027,/000791,-58.48949,-9.561552,372.9954,2.600080728,-1.507133576,-2.658847679
/00,2011_10_03_drive_0027,/000792,-59.39958,-9.525374,372.9496,2.607880332,-1.505657484,-2.664834363
/00,2011_10_03_drive_0027,/000793,-60.30854,-9.48765,372.905,2.651249935,-1.503879502,-2.706558501
/00,2011_10_03_drive_0027,/000794,-61.21711,-9.447759,372.854,2.660050641,-1.5003847,-2.717290003
/00,2011_10_03_drive_0027,/000795,-62.12827,-9.413426,372.7971,2.665840898,-1.496420451,-2.728007414
/00,2011_10_03_drive_0027,/000796,-63.03109,-9.379269,372.7365,2.666095638,-1.492292082,-2.731145539
/00,2011_10_03_drive_0027,/000797,-63.93282,-9.341901,372.6685,2.631594883,-1.487146273,-2.694904722
/00,2011_10_03_drive_0027,/000798,-64.82727,-9.302409,372.5998,2.620773361,-1.483621006,-2.681597192
/00,2011_10_03_drive_0027,/000799,-65.72199,-9.267669,372.5323,2.629799737,-1.481149031,-2.687405143
/00,2011_10_03_drive_0027,/000800,-66.61519,-9.234586,372.4709,2.666839712,-1.480999033,-2.72247847
/00,2011_10_03_drive_0027,/000801,-67.5092,-9.200919,372.4021,2.675221879,-1.480063553,-2.73028308
/00,2011_10_03_drive_0027,/000802,-68.40522,-9.171513,372.3333,2.650313053,-1.478711916,-2.708762194
/00,2011_10_03_drive_0027,/000803,-69.30001,-9.143158,372.2717,2.668166495,-1.479951727,-2.728890244
/00,2011_10_03_drive_0027,/000804,-70.18617,-9.112672,372.2087,2.65273968,-1.480634196,-2.709822797
/00,2011_10_03_drive_0027,/000805,-71.07138,-9.081827,372.1463,2.62398871,-1.482860512,-2.678093636
/00,2011_10_03_drive_0027,/000806,-71.95849,-9.051563,372.0834,2.573561902,-1.484067933,-2.628230258
/00,2011_10_03_drive_0027,/000807,-72.84534,-9.021905,372.0284,2.537013245,-1.487472384,-2.594224965
/00,2011_10_03_drive_0027,/000808,-73.73148,-8.989193,371.9759,2.492604778,-1.490759227,-2.551525351
/00,2011_10_03_drive_0027,/000809,-74.61312,-8.955145,371.9277,2.447642477,-1.494802698,-2.507423442
/00,2011_10_03_drive_0027,/000810,-75.49532,-8.920653,371.8861,2.4030697,-1.498952959,-2.463841131
/00,2011_10_03_drive_0027,/000811,-76.36962,-8.885715,371.8493,2.360916494,-1.503169613,-2.421876645
/00,2011_10_03_drive_0027,/000812,-77.24379,-8.853528,371.8176,2.314885867,-1.507822927,-2.374786221
/00,2011_10_03_drive_0027,/000813,-78.11605,-8.82199,371.7873,2.251342312,-1.51098402,-2.30922817
/00,2011_10_03_drive_0027,/000814,-78.98474,-8.793073,371.7602,2.1768962,-1.513826098,-2.232738466
/00,2011_10_03_drive_0027,/000815,-79.84974,-8.767265,371.7354,2.097846448,-1.51641688,-2.152513478
/00,2011_10_03_drive_0027,/000816,-80.71785,-8.739272,371.7185,2.011878734,-1.519066366,-2.067153766
/00,2011_10_03_drive_0027,/000817,-81.58408,-8.709843,371.7068,1.921399634,-1.52102513,-1.977583574
/00,2011_10_03_drive_0027,/000818,-82.44873,-8.680237,371.6974,1.824606436,-1.521793552,-1.882613689
/00,2011_10_03_drive_0027,/000819,-83.31178,-8.648349,371.6948,1.738366824,-1.523320493,-1.798724969
/00,2011_10_03_drive_0027,/000820,-84.16878,-8.617964,371.698,1.667589776,-1.52611587,-1.729470217
/00,2011_10_03_drive_0027,/000821,-85.01559,-8.589614,371.7041,1.606585048,-1.528959058,-1.668688759
/00,2011_10_03_drive_0027,/000822,-85.84271,-8.562016,371.7099,1.554050842,-1.5311026,-1.615162989
/00,2011_10_03_drive_0027,/000823,-86.65213,-8.5347,371.7181,1.520992075,-1.534393779,-1.579544845
/00,2011_10_03_drive_0027,/000824,-87.44548,-8.511473,371.7253,1.490862978,-1.537329711,-1.548819959
/00,2011_10_03_drive_0027,/000825,-88.21569,-8.488287,371.7341,1.471490894,-1.539108825,-1.529542769
/00,2011_10_03_drive_0027,/000826,-88.96671,-8.4681,371.742,1.47174671,-1.542000637,-1.527588613
/00,2011_10_03_drive_0027,/000827,-89.69543,-8.448239,371.7483,1.500645469,-1.543848833,-1.556011898
/00,2011_10_03_drive_0027,/000828,-90.40266,-8.426609,371.7553,1.589901302,-1.546850839,-1.644415079
/00,2011_10_03_drive_0027,/000829,-91.08715,-8.410589,371.7554,1.737652885,-1.54829367,-1.794174268
/00,2011_10_03_drive_0027,/000830,-91.74421,-8.396913,371.7538,1.949554932,-1.549551178,-2.009095565
/00,2011_10_03_drive_0027,/000831,-92.37686,-8.377804,371.7472,2.176733123,-1.547859445,-2.237233871
/00,2011_10_03_drive_0027,/000832,-92.99091,-8.359815,371.7379,2.415385081,-1.545287836,-2.475831094
/00,2011_10_03_drive_0027,/000833,-93.58457,-8.343593,371.7213,2.576938295,-1.540495039,-2.635023991
/00,2011_10_03_drive_0027,/000834,-94.18117,-8.327124,371.7,2.698781209,-1.534528813,-2.754508203
/00,2011_10_03_drive_0027,/000835,-94.7746,-8.309292,371.6732,2.759922028,-1.52686919,-2.815813719
/00,2011_10_03_drive_0027,/000836,-95.36688,-8.292758,371.6455,2.829417661,-1.520206265,-2.886668657
/00,2011_10_03_drive_0027,/000837,-95.95417,-8.278958,371.6101,2.853059836,-1.512910297,-2.910948822
/00,2011_10_03_drive_0027,/000838,-96.5378,-8.263858,371.5706,2.870821187,-1.505851053,-2.92638339
/00,2011_10_03_drive_0027,/000839,-97.116,-8.247622,371.5277,2.877509821,-1.498752018,-2.929259161
/00,2011_10_03_drive_0027,/000840,-97.6929,-8.229449,371.484,2.902856368,-1.492615281,-2.951375703
/00,2011_10_03_drive_0027,/000841,-98.26993,-8.213451,371.4388,2.925549139,-1.486189374,-2.971467925
/00,2011_10_03_drive_0027,/000842,-98.84636,-8.199034,371.389,2.938191238,-1.480566223,-2.98174971
/00,2011_10_03_drive_0027,/000843,-99.42884,-8.186657,371.3324,2.92794144,-1.474720949,-2.970410076
